id,sentence,labels
H1830,"I like exuberances , an interesting type of joy .",1
H1831,"I like exuberances , an interesting type of bed .",0
H1832,"I like exultations , an interesting type of joy .",1
H1833,"I like exultations , an interesting type of handbook .",0
H1834,"I like French bulldogs , an interesting type of bulldog .",1
H1835,"I like French bulldogs , an interesting type of blackbird .",0
H1836,"I like cheerlessness , an interesting type of sadness .",1
H1837,"I like cheerlessness , an interesting type of dog .",0
H1838,"I like depressions , an interesting type of sadness .",1
H1839,"I like depressions , an interesting type of blackbird .",0
H1840,"I like dolefulness , an interesting type of sadness .",1
H1841,"I like dolefulness , an interesting type of bacon .",0
H1842,"I like downheartedness , an interesting type of sadness .",1
H1843,"I like downheartedness , an interesting type of wardrobe .",0
H1844,"I like ancient pines , an interesting type of pine .",1
H1845,"I like ancient pines , an interesting type of cat .",0
H1846,"I like black pines , an interesting type of pine .",1
H1847,"I like black pines , an interesting type of novel .",0
H1848,"I like bristlecone pines , an interesting type of pine .",1
H1849,"I like bristlecone pines , an interesting type of sock .",0
H1850,"I like jack pines , an interesting type of pine .",1
H1851,"I like jack pines , an interesting type of blackbird .",0
H1852,"I like Angoras , an interesting type of rabbit .",1
H1853,"I like Angoras , an interesting type of bacon .",0
H1854,"I like Belgian hares , an interesting type of rabbit .",1
H1855,"I like Belgian hares , an interesting type of sadness .",0
H1856,"I like bunnies , an interesting type of rabbit .",1
H1857,"I like bunnies , an interesting type of chair .",0
H1858,"I like European rabbits , an interesting type of rabbit .",1
H1859,"I like European rabbits , an interesting type of ham .",0
H1860,"I like detective novels , an interesting type of novel .",1
H1861,"I like detective novels , an interesting type of joy .",0
H1862,"I like dime novels , an interesting type of novel .",1
H1863,"I like dime novels , an interesting type of sadness .",0
H1864,"I like novelettes , an interesting type of novel .",1
H1865,"I like novelettes , an interesting type of trouser .",0
H1866,"I like roman a clefs , an interesting type of novel .",1
H1867,"I like roman a clefs , an interesting type of sparrow .",0
H1868,"I like crammers , an interesting type of textbook .",1
H1869,"I like crammers , an interesting type of dog .",0
H1870,"I like introductions , an interesting type of textbook .",1
H1871,"I like introductions , an interesting type of bacon .",0
H1872,"I like primers , an interesting type of textbook .",1
H1873,"I like primers , an interesting type of bed .",0
H1874,"I like readers , an interesting type of textbook .",1
H1875,"I like readers , an interesting type of essay .",0
H1876,"I like berths , an interesting type of bed .",1
H1877,"I like berths , an interesting type of cat .",0
H1878,"I like built-in beds , an interesting type of bed .",1
H1879,"I like built-in beds , an interesting type of shirt .",0
H1880,"I like bunks , an interesting type of bed .",1
H1881,"I like bunks , an interesting type of sparrow .",0
H1882,"I like bunk beds , an interesting type of bed .",1
H1883,"I like bunk beds , an interesting type of cat .",0
H1884,"I like African greys , an interesting type of parrot .",1
H1885,"I like African greys , an interesting type of novel .",0
H1886,"I like amazons , an interesting type of parrot .",1
H1887,"I like amazons , an interesting type of love .",0
H1888,"I like cockateels , an interesting type of parrot .",1
H1889,"I like cockateels , an interesting type of handbook .",0
H1890,"I like cockatoos , an interesting type of parrot .",1
H1891,"I like cockatoos , an interesting type of novel .",0
H1892,"I like boogies , an interesting type of blue .",1
H1893,"I like boogies , an interesting type of dog .",0
H1894,"I like armchairs , an interesting type of chair .",1
H1895,"I like armchairs , an interesting type of sock .",0
H1896,"I like barber chairs , an interesting type of chair .",1
H1897,"I like barber chairs , an interesting type of sadness .",0
H1898,"I like chairs of state , an interesting type of chair .",1
H1899,"I like chairs of state , an interesting type of oak .",0
H1900,"I like chaise longues , an interesting type of chair .",1
H1901,"I like chaise longues , an interesting type of bacon .",0
H1902,"I like black comedies , an interesting type of comedy .",1
H1903,"I like black comedies , an interesting type of salmon .",0
H1904,"I like commedia dell'artes , an interesting type of comedy .",1
H1905,"I like commedia dell'artes , an interesting type of trouser .",0
H1906,"I like dark comedies , an interesting type of comedy .",1
H1907,"I like dark comedies , an interesting type of bed .",0
H1908,"I like farces , an interesting type of comedy .",1
H1909,"I like farces , an interesting type of fear .",0
H1910,"I like domestic cats , an interesting type of cat .",1
H1911,"I like domestic cats , an interesting type of sadness .",0
H1912,"I like wildcats , an interesting type of cat .",1
H1913,"I like wildcats , an interesting type of sadness .",0
H1914,"I like bellbottom trousers , an interesting type of trouser .",1
H1915,"I like bellbottom trousers , an interesting type of oak .",0
H1916,"I like breeches , an interesting type of trouser .",1
H1917,"I like breeches , an interesting type of hamster .",0
H1918,"I like chinoes , an interesting type of trouser .",1
H1919,"I like chinoes , an interesting type of earring .",0
H1920,"I like churidars , an interesting type of trouser .",1
H1921,"I like churidars , an interesting type of parrot .",0
H1922,"I like fumed oaks , an interesting type of oak .",1
H1923,"I like fumed oaks , an interesting type of blackbird .",0
H1924,"I like holm oaks , an interesting type of oak .",1
H1925,"I like holm oaks , an interesting type of novel .",0
H1926,"I like English sparrows , an interesting type of sparrow .",1
H1927,"I like English sparrows , an interesting type of joy .",0
H1928,"I like tree sparrows , an interesting type of sparrow .",1
H1929,"I like tree sparrows , an interesting type of comedy .",0
H1930,"I like black ducks , an interesting type of duck .",1
H1931,"I like black ducks , an interesting type of shirt .",0
H1932,"I like buffleheads , an interesting type of duck .",1
H1933,"I like buffleheads , an interesting type of chair .",0
H1934,"I like canvasbacks , an interesting type of duck .",1
H1935,"I like canvasbacks , an interesting type of oyster .",0
H1936,"I like dabbling ducks , an interesting type of duck .",1
H1937,"I like dabbling ducks , an interesting type of love .",0
H1938,"I like armoires , an interesting type of wardrobe .",1
H1939,"I like armoires , an interesting type of oak .",0
H1940,"I like clothes closets , an interesting type of wardrobe .",1
H1941,"I like clothes closets , an interesting type of novel .",0
H1942,"I like coat closets , an interesting type of wardrobe .",1
H1943,"I like coat closets , an interesting type of comedy .",0
H1944,"I like beluga caviar , an interesting type of caviar .",1
H1945,"I like beluga caviar , an interesting type of bacon .",0
H1946,"I like camises , an interesting type of shirt .",1
H1947,"I like camises , an interesting type of bacon .",0
H1948,"I like dashikis , an interesting type of shirt .",1
H1949,"I like dashikis , an interesting type of comedy .",0
H1950,"I like dress shirts , an interesting type of shirt .",1
H1951,"I like dress shirts , an interesting type of joy .",0
H1952,"I like hair shirts , an interesting type of shirt .",1
H1953,"I like hair shirts , an interesting type of chair .",0
H1954,"I like bacon strips , an interesting type of bacon .",1
H1955,"I like bacon strips , an interesting type of parrot .",0
H1956,"I like Canadian bacons , an interesting type of bacon .",1
H1957,"I like Canadian bacons , an interesting type of sadness .",0
H1958,"I like flitches , an interesting type of bacon .",1
H1959,"I like flitches , an interesting type of pine .",0
H1960,"I like gammons , an interesting type of bacon .",1
H1961,"I like gammons , an interesting type of novel .",0
H1962,"I like cowbirds , an interesting type of blackbird .",1
H1963,"I like cowbirds , an interesting type of bacon .",0
H1964,"I like grackles , an interesting type of blackbird .",1
H1965,"I like grackles , an interesting type of handbook .",0
H1966,"I like red-winged blackbirds , an interesting type of blackbird .",1
H1967,"I like red-winged blackbirds , an interesting type of bacon .",0
H1968,"I like rusty blackbirds , an interesting type of blackbird .",1
H1969,"I like rusty blackbirds , an interesting type of blue .",0
H1970,"I like basenjis , an interesting type of dog .",1
H1971,"I like basenjis , an interesting type of hamster .",0
H1972,"I like corgis , an interesting type of dog .",1
H1973,"I like corgis , an interesting type of duck .",0
H1974,"I like curs , an interesting type of dog .",1
H1975,"I like curs , an interesting type of wardrobe .",0
H1976,"I like dalmatians , an interesting type of dog .",1
H1977,"I like dalmatians , an interesting type of handbook .",0
H1978,"I like agapes , an interesting type of love .",1
H1979,"I like agapes , an interesting type of oyster .",0
H1980,"I like amorousness , an interesting type of love .",1
H1981,"I like amorousness , an interesting type of sock .",0
H1982,"I like ardors , an interesting type of love .",1
H1983,"I like ardors , an interesting type of comedy .",0
H1984,"I like prosciutto , an interesting type of ham .",1
H1985,"I like prosciutto , an interesting type of comedy .",0
H1986,"I like Virginia hams , an interesting type of ham .",1
H1987,"I like Virginia hams , an interesting type of sparrow .",0
H1988,"I like spaghetti Westerns , an interesting type of western .",1
H1989,"I like spaghetti Westerns , an interesting type of rabbit .",0
H1990,"I like bibles , an interesting type of handbook .",1
H1991,"I like bibles , an interesting type of duck .",0
H1992,"I like guidebooks , an interesting type of handbook .",1
H1993,"I like guidebooks , an interesting type of sparrow .",0
H1994,"I like manuals , an interesting type of handbook .",1
H1995,"I like manuals , an interesting type of salmon .",0
H1996,"I like reckoners , an interesting type of handbook .",1
H1997,"I like reckoners , an interesting type of bed .",0
H1998,"He likes anklets , an interesting type of sock .",1
H1999,"He likes anklets , an interesting type of sadness .",0
H2000,"He likes argyles , an interesting type of sock .",1
H2001,"He likes argyles , an interesting type of love .",0
H2002,"He likes athletic socks , an interesting type of sock .",1
H2003,"He likes athletic socks , an interesting type of bacon .",0
H2004,"He likes knee-highs , an interesting type of sock .",1
H2005,"He likes knee-highs , an interesting type of oak .",0
H2006,"He likes Atlantic salmon , an interesting type of salmon .",1
H2007,"He likes Atlantic salmon , an interesting type of parrot .",0
H2008,"He likes blackfish , an interesting type of salmon .",1
H2009,"He likes blackfish , an interesting type of handbook .",0
H2010,"He likes chinooks , an interesting type of salmon .",1
H2011,"He likes chinooks , an interesting type of blackbird .",0
H2012,"He likes chum salmon , an interesting type of salmon .",1
H2013,"He likes chum salmon , an interesting type of oyster .",0
H2014,"He likes pendant earrings , an interesting type of earring .",1
H2015,"He likes pendant earrings , an interesting type of salmon .",0
H2016,"He likes chains , an interesting type of necklace .",1
H2017,"He likes chains , an interesting type of parrot .",0
H2018,"He likes chokers , an interesting type of necklace .",1
H2019,"He likes chokers , an interesting type of textbook .",0
H2020,"He likes bluepoints , an interesting type of oyster .",1
H2021,"He likes bluepoints , an interesting type of blackbird .",0
H2022,"He likes Japanese oysters , an interesting type of oyster .",1
H2023,"He likes Japanese oysters , an interesting type of essay .",0
H2024,"He likes pearl oysters , an interesting type of oyster .",1
H2025,"He likes pearl oysters , an interesting type of chair .",0
H2026,"He likes saddle oysters , an interesting type of oyster .",1
H2027,"He likes saddle oysters , an interesting type of cat .",0
H2028,"He likes compositions , an interesting type of essay .",1
H2029,"He likes compositions , an interesting type of bed .",0
H2030,"He likes disquisitions , an interesting type of essay .",1
H2031,"He likes disquisitions , an interesting type of textbook .",0
H2032,"He likes memoirs , an interesting type of essay .",1
H2033,"He likes memoirs , an interesting type of oyster .",0
H2034,"He likes thanatopses , an interesting type of essay .",1
H2035,"He likes thanatopses , an interesting type of sock .",0
H2036,"He likes alarms , an interesting type of fear .",1
H2037,"He likes alarms , an interesting type of bed .",0
H2038,"He likes apprehensions , an interesting type of fear .",1
H2039,"He likes apprehensions , an interesting type of salmon .",0
H2040,"He likes creeps , an interesting type of fear .",1
H2041,"He likes creeps , an interesting type of salmon .",0
H2042,"He likes frissons , an interesting type of fear .",1
H2043,"He likes frissons , an interesting type of sock .",0
H2044,"He likes Eurasian hamsters , an interesting type of hamster .",1
H2045,"He likes Eurasian hamsters , an interesting type of sock .",0
H2046,"He likes golden hamsters , an interesting type of hamster .",1
H2047,"He likes golden hamsters , an interesting type of oyster .",0
H2048,"He likes elations , an interesting type of joy .",1
H2049,"He likes elations , an interesting type of salmon .",0
H2050,"He likes exhilarations , an interesting type of joy .",1
H2051,"He likes exhilarations , an interesting type of handbook .",0
H2052,"He likes exuberances , an interesting type of joy .",1
H2053,"He likes exuberances , an interesting type of parrot .",0
H2054,"He likes exultations , an interesting type of joy .",1
H2055,"He likes exultations , an interesting type of pine .",0
H2056,"He likes French bulldogs , an interesting type of bulldog .",1
H2057,"He likes French bulldogs , an interesting type of hamster .",0
H2058,"He likes cheerlessness , an interesting type of sadness .",1
H2059,"He likes cheerlessness , an interesting type of cat .",0
H2060,"He likes depressions , an interesting type of sadness .",1
H2061,"He likes depressions , an interesting type of textbook .",0
H2062,"He likes dolefulness , an interesting type of sadness .",1
H2063,"He likes dolefulness , an interesting type of sparrow .",0
H2064,"He likes downheartedness , an interesting type of sadness .",1
H2065,"He likes downheartedness , an interesting type of textbook .",0
H2066,"He likes ancient pines , an interesting type of pine .",1
H2067,"He likes ancient pines , an interesting type of chair .",0
H2068,"He likes black pines , an interesting type of pine .",1
H2069,"He likes black pines , an interesting type of comedy .",0
H2070,"He likes bristlecone pines , an interesting type of pine .",1
H2071,"He likes bristlecone pines , an interesting type of novel .",0
H2072,"He likes jack pines , an interesting type of pine .",1
H2073,"He likes jack pines , an interesting type of hamster .",0
H2074,"He likes Angoras , an interesting type of rabbit .",1
H2075,"He likes Angoras , an interesting type of wardrobe .",0
H2076,"He likes Belgian hares , an interesting type of rabbit .",1
H2077,"He likes Belgian hares , an interesting type of textbook .",0
H2078,"He likes bunnies , an interesting type of rabbit .",1
H2079,"He likes bunnies , an interesting type of duck .",0
H2080,"He likes European rabbits , an interesting type of rabbit .",1
H2081,"He likes European rabbits , an interesting type of western .",0
H2082,"He likes detective novels , an interesting type of novel .",1
H2083,"He likes detective novels , an interesting type of sadness .",0
H2084,"He likes dime novels , an interesting type of novel .",1
H2085,"He likes dime novels , an interesting type of chair .",0
H2086,"He likes novelettes , an interesting type of novel .",1
H2087,"He likes novelettes , an interesting type of essay .",0
H2088,"He likes roman a clefs , an interesting type of novel .",1
H2089,"He likes roman a clefs , an interesting type of handbook .",0
H2090,"He likes crammers , an interesting type of textbook .",1
H2091,"He likes crammers , an interesting type of bulldog .",0
H2092,"He likes introductions , an interesting type of textbook .",1
H2093,"He likes introductions , an interesting type of rabbit .",0
H2094,"He likes primers , an interesting type of textbook .",1
H2095,"He likes primers , an interesting type of joy .",0
H2096,"He likes readers , an interesting type of textbook .",1
H2097,"He likes readers , an interesting type of oyster .",0
H2098,"He likes berths , an interesting type of bed .",1
H2099,"He likes berths , an interesting type of bacon .",0
H2100,"He likes built-in beds , an interesting type of bed .",1
H2101,"He likes built-in beds , an interesting type of sparrow .",0
H2102,"He likes bunks , an interesting type of bed .",1
H2103,"He likes bunks , an interesting type of love .",0
H2104,"He likes bunk beds , an interesting type of bed .",1
H2105,"He likes bunk beds , an interesting type of textbook .",0
H2106,"He likes African greys , an interesting type of parrot .",1
H2107,"He likes African greys , an interesting type of textbook .",0
H2108,"He likes amazons , an interesting type of parrot .",1
H2109,"He likes amazons , an interesting type of textbook .",0
H2110,"He likes cockateels , an interesting type of parrot .",1
H2111,"He likes cockateels , an interesting type of essay .",0
H2112,"He likes cockatoos , an interesting type of parrot .",1
H2113,"He likes cockatoos , an interesting type of sparrow .",0
H2114,"He likes boogies , an interesting type of blue .",1
H2115,"He likes boogies , an interesting type of cat .",0
H2116,"He likes armchairs , an interesting type of chair .",1
H2117,"He likes armchairs , an interesting type of shirt .",0
H2118,"He likes barber chairs , an interesting type of chair .",1
H2119,"He likes barber chairs , an interesting type of dog .",0
H2120,"He likes chairs of state , an interesting type of chair .",1
H2121,"He likes chairs of state , an interesting type of shirt .",0
H2122,"He likes chaise longues , an interesting type of chair .",1
H2123,"He likes chaise longues , an interesting type of salmon .",0
H2124,"He likes black comedies , an interesting type of comedy .",1
H2125,"He likes black comedies , an interesting type of blue .",0
H2126,"He likes commedia dell'artes , an interesting type of comedy .",1
H2127,"He likes commedia dell'artes , an interesting type of bacon .",0
H2128,"He likes dark comedies , an interesting type of comedy .",1
H2129,"He likes dark comedies , an interesting type of shirt .",0
H2130,"He likes farces , an interesting type of comedy .",1
H2131,"He likes farces , an interesting type of blue .",0
H2132,"He likes domestic cats , an interesting type of cat .",1
H2133,"He likes domestic cats , an interesting type of bacon .",0
H2134,"He likes wildcats , an interesting type of cat .",1
H2135,"He likes wildcats , an interesting type of sadness .",0
H2136,"He likes bellbottom trousers , an interesting type of trouser .",1
H2137,"He likes bellbottom trousers , an interesting type of novel .",0
H2138,"He likes breeches , an interesting type of trouser .",1
H2139,"He likes breeches , an interesting type of joy .",0
H2140,"He likes chinoes , an interesting type of trouser .",1
H2141,"He likes chinoes , an interesting type of fear .",0
H2142,"He likes churidars , an interesting type of trouser .",1
H2143,"He likes churidars , an interesting type of essay .",0
H2144,"He likes fumed oaks , an interesting type of oak .",1
H2145,"He likes fumed oaks , an interesting type of essay .",0
H2146,"He likes holm oaks , an interesting type of oak .",1
H2147,"He likes holm oaks , an interesting type of sock .",0
H2148,"He likes English sparrows , an interesting type of sparrow .",1
H2149,"He likes English sparrows , an interesting type of duck .",0
H2150,"He likes tree sparrows , an interesting type of sparrow .",1
H2151,"He likes tree sparrows , an interesting type of rabbit .",0
H2152,"He likes black ducks , an interesting type of duck .",1
H2153,"He likes black ducks , an interesting type of bacon .",0
H2154,"He likes buffleheads , an interesting type of duck .",1
H2155,"He likes buffleheads , an interesting type of novel .",0
H2156,"He likes canvasbacks , an interesting type of duck .",1
H2157,"He likes canvasbacks , an interesting type of chair .",0
H2158,"He likes dabbling ducks , an interesting type of duck .",1
H2159,"He likes dabbling ducks , an interesting type of handbook .",0
H2160,"He likes armoires , an interesting type of wardrobe .",1
H2161,"He likes armoires , an interesting type of parrot .",0
H2162,"He likes clothes closets , an interesting type of wardrobe .",1
H2163,"He likes clothes closets , an interesting type of trouser .",0
H2164,"He likes coat closets , an interesting type of wardrobe .",1
H2165,"He likes coat closets , an interesting type of bacon .",0
H2166,"He likes beluga caviar , an interesting type of caviar .",1
H2167,"He likes beluga caviar , an interesting type of joy .",0
H2168,"He likes camises , an interesting type of shirt .",1
H2169,"He likes camises , an interesting type of textbook .",0
H2170,"He likes dashikis , an interesting type of shirt .",1
H2171,"He likes dashikis , an interesting type of chair .",0
H2172,"He likes dress shirts , an interesting type of shirt .",1
H2173,"He likes dress shirts , an interesting type of oak .",0
H2174,"He likes hair shirts , an interesting type of shirt .",1
H2175,"He likes hair shirts , an interesting type of bacon .",0
H2176,"He likes bacon strips , an interesting type of bacon .",1
H2177,"He likes bacon strips , an interesting type of love .",0
H2178,"He likes Canadian bacons , an interesting type of bacon .",1
H2179,"He likes Canadian bacons , an interesting type of blackbird .",0
H2180,"He likes flitches , an interesting type of bacon .",1
H2181,"He likes flitches , an interesting type of bed .",0
H2182,"He likes gammons , an interesting type of bacon .",1
H2183,"He likes gammons , an interesting type of bed .",0
H2184,"He likes cowbirds , an interesting type of blackbird .",1
H2185,"He likes cowbirds , an interesting type of oyster .",0
H2186,"He likes grackles , an interesting type of blackbird .",1
H2187,"He likes grackles , an interesting type of shirt .",0
H2188,"He likes red-winged blackbirds , an interesting type of blackbird .",1
H2189,"He likes red-winged blackbirds , an interesting type of shirt .",0
H2190,"He likes rusty blackbirds , an interesting type of blackbird .",1
H2191,"He likes rusty blackbirds , an interesting type of novel .",0
H2192,"He likes basenjis , an interesting type of dog .",1
H2193,"He likes basenjis , an interesting type of joy .",0
H2194,"He likes corgis , an interesting type of dog .",1
H2195,"He likes corgis , an interesting type of pine .",0
H2196,"He likes curs , an interesting type of dog .",1
H2197,"He likes curs , an interesting type of fear .",0
H2198,"He likes dalmatians , an interesting type of dog .",1
H2199,"He likes dalmatians , an interesting type of trouser .",0
H2200,"He likes agapes , an interesting type of love .",1
H2201,"He likes agapes , an interesting type of shirt .",0
H2202,"He likes amorousness , an interesting type of love .",1
H2203,"He likes amorousness , an interesting type of sock .",0
H2204,"He likes ardors , an interesting type of love .",1
H2205,"He likes ardors , an interesting type of hamster .",0
H2206,"He likes prosciutto , an interesting type of ham .",1
H2207,"He likes prosciutto , an interesting type of joy .",0
H2208,"He likes Virginia hams , an interesting type of ham .",1
H2209,"He likes Virginia hams , an interesting type of chair .",0
H2210,"He likes spaghetti Westerns , an interesting type of western .",1
H2211,"He likes spaghetti Westerns , an interesting type of handbook .",0
H2212,"He likes bibles , an interesting type of handbook .",1
H2213,"He likes bibles , an interesting type of oak .",0
H2214,"He likes guidebooks , an interesting type of handbook .",1
H2215,"He likes guidebooks , an interesting type of textbook .",0
H2216,"He likes manuals , an interesting type of handbook .",1
H2217,"He likes manuals , an interesting type of bed .",0
H2218,"He likes reckoners , an interesting type of handbook .",1
H2219,"He likes reckoners , an interesting type of oak .",0
